N	Series computation
17580	3.14154
17590	3.14154
17600	3.14154
17610	3.14154
17620	3.14154
17630	3.14154
17640	3.14154
17650	3.14154
17660	3.14154
17670	3.14154
17680	3.14154
17690	3.14154
17700	3.14154
17710	3.14154
17720	3.14154
17730	3.14154
17740	3.14154
17750	3.14154
17760	3.14154
17770	3.14154
17780	3.14154
17790	3.14154
17800	3.14154
17810	3.14154
17820	3.14154
17830	3.14154
17840	3.14154
17850	3.14154
17860	3.14154
17870	3.14154
17880	3.14154
17890	3.14154
17900	3.14154
17910	3.14154
17920	3.14154
17930	3.14154
17940	3.14154
17950	3.14154
17960	3.14154
17970	3.14154
17980	3.14154
17990	3.14154
18000	3.14154
18010	3.14154
18020	3.14154
18030	3.14154
18040	3.14154
18050	3.14154
18060	3.14154
18070	3.14154
18080	3.14154
18090	3.14154
18100	3.14154
18110	3.14154
18120	3.14154
18130	3.14154
18140	3.14154
18150	3.14154
18160	3.14154
18170	3.14154
18180	3.14154
18190	3.14154
18200	3.14154
18210	3.14154
18220	3.14154
18230	3.14154
18240	3.14154
18250	3.14154
18260	3.14154
18270	3.14154
18280	3.14154
18290	3.14154
18300	3.14154
18310	3.14154
18320	3.14154
18330	3.14154
18340	3.14154
18350	3.14154
18360	3.14154
18370	3.14154
18380	3.14154
18390	3.14154
18400	3.14154
18410	3.14154
18420	3.14154
18430	3.14154
18440	3.14154
18450	3.14154
18460	3.14154
18470	3.14154
18480	3.14154
18490	3.14154
18500	3.14154
18510	3.14154
18520	3.14154
18530	3.14154
18540	3.14154
18550	3.14154
18560	3.14154
18570	3.14154
18580	3.14154
18590	3.14154
18600	3.14154
18610	3.14154
18620	3.14154
18630	3.14154
18640	3.14154
18650	3.14154
18660	3.14154
18670	3.14154
18680	3.14154
18690	3.14154
18700	3.14154
18710	3.14154
18720	3.14154
18730	3.14154
18740	3.14154
18750	3.14154
18760	3.14154
18770	3.14154
18780	3.14154
18790	3.14154
18800	3.14154
18810	3.14154
18820	3.14154
18830	3.14154
18840	3.14154
18850	3.14154
18860	3.14154
18870	3.14154
18880	3.14154
18890	3.14154
18900	3.14154
18910	3.14154
18920	3.14154
18930	3.14154
18940	3.14154
18950	3.14154
18960	3.14154
18970	3.14154
18980	3.14154
18990	3.14154
19000	3.14154
19010	3.14154
19020	3.14154
19030	3.14154
19040	3.14154
19050	3.14154
19060	3.14154
19070	3.14154
19080	3.14154
19090	3.14154
19100	3.14154
19110	3.14154
19120	3.14154
19130	3.14154
19140	3.14154
19150	3.14154
19160	3.14154
19170	3.14154
19180	3.14154
19190	3.14154
19200	3.14154
19210	3.14154
19220	3.14154
19230	3.14154
19240	3.14154
19250	3.14154
19260	3.14154
19270	3.14154
19280	3.14154
19290	3.14154
19300	3.14154
19310	3.14154
19320	3.14154
19330	3.14154
19340	3.14154
19350	3.14154
19360	3.14154
19370	3.14154
19380	3.14154
19390	3.14154
19400	3.14154
19410	3.14154
19420	3.14154
19430	3.14154
19440	3.14154
19450	3.14154
19460	3.14154
19470	3.14154
19480	3.14154
19490	3.14154
19500	3.14154
19510	3.14154
19520	3.14154
19530	3.14154
19540	3.14154
19550	3.14154
19560	3.14154
19570	3.14154
19580	3.14154
19590	3.14154
19600	3.14154
19610	3.14154
19620	3.14154
19630	3.14154
19640	3.14154
19650	3.14154
19660	3.14154
19670	3.14154
19680	3.14154
19690	3.14154
19700	3.14154
19710	3.14154
19720	3.14154
19730	3.14154
19740	3.14154
19750	3.14154
19760	3.14154
19770	3.14154
19780	3.14154
19790	3.14154
19800	3.14154
19810	3.14154
19820	3.14154
19830	3.14154
19840	3.14154
19850	3.14154
19860	3.14154
19870	3.14154
19880	3.14154
19890	3.14154
19900	3.14154
19910	3.14154
19920	3.14154
19930	3.14154
19940	3.14154
19950	3.14154
19960	3.14154
19970	3.14154
19980	3.14154
19990	3.14154
20000	3.14154
20010	3.14154
20020	3.14154
20030	3.14154
20040	3.14155
20050	3.14155
20060	3.14155
20070	3.14155
20080	3.14155
20090	3.14155
20100	3.14155
20110	3.14155
20120	3.14155
20130	3.14155
20140	3.14155
20150	3.14155
20160	3.14155
20170	3.14155
20180	3.14155
20190	3.14155
20200	3.14155
20210	3.14155
20220	3.14155
20230	3.14155
20240	3.14155
20250	3.14155
20260	3.14155
20270	3.14155
20280	3.14155
20290	3.14155
20300	3.14155
20310	3.14155
20320	3.14155
20330	3.14155
20340	3.14155
20350	3.14155
20360	3.14155
20370	3.14155
20380	3.14155
20390	3.14155
20400	3.14155
20410	3.14155
20420	3.14155
20430	3.14155
20440	3.14155
20450	3.14155
20460	3.14155
20470	3.14155
20480	3.14155
20490	3.14155
20500	3.14155
20510	3.14155
20520	3.14155
20530	3.14155
20540	3.14155
20550	3.14155
20560	3.14155
20570	3.14155
20580	3.14155
20590	3.14155
20600	3.14155
20610	3.14155
20620	3.14155
20630	3.14155
20640	3.14155
20650	3.14155
20660	3.14155
20670	3.14155
20680	3.14155
20690	3.14155
20700	3.14155
20710	3.14155
20720	3.14155
20730	3.14155
20740	3.14155
20750	3.14155
20760	3.14155
20770	3.14155
20780	3.14155
20790	3.14155
20800	3.14155
20810	3.14155
20820	3.14155
20830	3.14155
20840	3.14155
20850	3.14155
20860	3.14155
20870	3.14155
20880	3.14155
20890	3.14155
20900	3.14155
20910	3.14155
20920	3.14155
20930	3.14155
20940	3.14155
20950	3.14155
20960	3.14155
20970	3.14155
20980	3.14155
20990	3.14155
21000	3.14155
21010	3.14155
21020	3.14155
21030	3.14155
21040	3.14155
21050	3.14155
21060	3.14155
21070	3.14155
21080	3.14155
21090	3.14155
21100	3.14155
21110	3.14155
21120	3.14155
21130	3.14155
21140	3.14155
21150	3.14155
21160	3.14155
21170	3.14155
21180	3.14155
21190	3.14155
21200	3.14155
21210	3.14155
21220	3.14155
21230	3.14155
21240	3.14155
21250	3.14155
21260	3.14155
21270	3.14155
21280	3.14155
21290	3.14155
21300	3.14155
21310	3.14155
21320	3.14155
21330	3.14155
21340	3.14155
21350	3.14155
21360	3.14155
21370	3.14155
21380	3.14155
21390	3.14155
21400	3.14155
21410	3.14155
21420	3.14155
21430	3.14155
21440	3.14155
21450	3.14155
21460	3.14155
21470	3.14155
21480	3.14155
21490	3.14155
21500	3.14155
21510	3.14155
21520	3.14155
21530	3.14155
21540	3.14155
21550	3.14155
21560	3.14155
21570	3.14155
21580	3.14155
21590	3.14155
21600	3.14155
21610	3.14155
21620	3.14155
21630	3.14155
21640	3.14155
21650	3.14155
21660	3.14155
21670	3.14155
21680	3.14155
21690	3.14155
21700	3.14155
21710	3.14155
21720	3.14155
21730	3.14155
21740	3.14155
21750	3.14155
21760	3.14155
21770	3.14155
21780	3.14155
21790	3.14155
21800	3.14155
21810	3.14155
21820	3.14155
21830	3.14155
21840	3.14155
21850	3.14155
21860	3.14155
21870	3.14155
21880	3.14155
21890	3.14155
21900	3.14155
21910	3.14155
21920	3.14155
21930	3.14155
21940	3.14155
21950	3.14155
21960	3.14155
21970	3.14155
21980	3.14155
21990	3.14155
22000	3.14155
22010	3.14155
22020	3.14155
22030	3.14155
22040	3.14155
22050	3.14155
22060	3.14155
22070	3.14155
22080	3.14155
22090	3.14155
22100	3.14155
22110	3.14155
22120	3.14155
22130	3.14155
22140	3.14155
22150	3.14155
22160	3.14155
22170	3.14155
22180	3.14155
22190	3.14155
22200	3.14155
22210	3.14155
22220	3.14155
22230	3.14155
22240	3.14155
22250	3.14155
22260	3.14155
22270	3.14155
22280	3.14155
22290	3.14155
22300	3.14155
22310	3.14155
22320	3.14155
22330	3.14155
22340	3.14155
22350	3.14155
22360	3.14155
22370	3.14155
22380	3.14155
22390	3.14155
22400	3.14155
22410	3.14155
22420	3.14155
22430	3.14155
22440	3.14155
22450	3.14155
22460	3.14155
22470	3.14155
22480	3.14155
22490	3.14155
22500	3.14155
22510	3.14155
22520	3.14155
22530	3.14155
22540	3.14155
22550	3.14155
22560	3.14155
22570	3.14155
22580	3.14155
22590	3.14155
22600	3.14155
22610	3.14155
22620	3.14155
22630	3.14155
22640	3.14155
22650	3.14155
22660	3.14155
22670	3.14155
22680	3.14155
22690	3.14155
22700	3.14155
22710	3.14155
22720	3.14155
22730	3.14155
22740	3.14155
22750	3.14155
22760	3.14155
22770	3.14155
22780	3.14155
22790	3.14155
22800	3.14155
22810	3.14155
22820	3.14155
22830	3.14155
22840	3.14155
22850	3.14155
22860	3.14155
22870	3.14155
22880	3.14155
22890	3.14155
22900	3.14155
22910	3.14155
22920	3.14155
22930	3.14155
22940	3.14155
22950	3.14155
22960	3.14155
22970	3.14155
22980	3.14155
22990	3.14155
23000	3.14155
23010	3.14155
23020	3.14155
23030	3.14155
23040	3.14155
23050	3.14155
23060	3.14155
23070	3.14155
23080	3.14155
23090	3.14155
23100	3.14155
23110	3.14155
23120	3.14155
23130	3.14155
23140	3.14155
23150	3.14155
23160	3.14155
23170	3.14155
23180	3.14155
23190	3.14155
23200	3.14155
23210	3.14155
23220	3.14155
23230	3.14155
23240	3.14155
23250	3.14155
23260	3.14155
23270	3.14155
23280	3.14155
23290	3.14155
23300	3.14155
23310	3.14155
23320	3.14155
23330	3.14155
23340	3.14155
23350	3.14155
23360	3.14155
23370	3.14155
23380	3.14155
23390	3.14155
23400	3.14155
23410	3.14155
23420	3.14155
23430	3.14155
23440	3.14155
23450	3.14155
23460	3.14155
23470	3.14155
23480	3.14155
23490	3.14155
23500	3.14155
23510	3.14155
23520	3.14155
23530	3.14155
23540	3.14155
23550	3.14155
23560	3.14155
23570	3.14155
23580	3.14155
23590	3.14155
23600	3.14155
23610	3.14155
23620	3.14155
23630	3.14155
23640	3.14155
23650	3.14155
23660	3.14155
23670	3.14155
23680	3.14155
23690	3.14155
23700	3.14155
23710	3.14155
23720	3.14155
23730	3.14155
23740	3.14155
23750	3.14155
23760	3.14155
23770	3.14155
23780	3.14155
23790	3.14155
23800	3.14155
23810	3.14155
23820	3.14155
23830	3.14155
23840	3.14155
23850	3.14155
23860	3.14155
23870	3.14155
23880	3.14155
23890	3.14155
23900	3.14155
23910	3.14155
23920	3.14155
23930	3.14155
23940	3.14155
23950	3.14155
23960	3.14155
23970	3.14155
23980	3.14155
23990	3.14155
24000	3.14155
24010	3.14155
24020	3.14155
24030	3.14155
24040	3.14155
24050	3.14155
24060	3.14155
24070	3.14155
24080	3.14155
24090	3.14155
24100	3.14155
24110	3.14155
24120	3.14155
24130	3.14155
24140	3.14155
24150	3.14155
24160	3.14155
24170	3.14155
24180	3.14155
24190	3.14155
24200	3.14155
24210	3.14155
24220	3.14155
24230	3.14155
24240	3.14155
24250	3.14155
24260	3.14155
24270	3.14155
24280	3.14155
24290	3.14155
24300	3.14155
24310	3.14155
24320	3.14155
24330	3.14155
24340	3.14155
24350	3.14155
24360	3.14155
24370	3.14155
24380	3.14155
24390	3.14155
24400	3.14155
24410	3.14155
24420	3.14155
24430	3.14155
24440	3.14155
24450	3.14155
24460	3.14155
24470	3.14155
24480	3.14155
24490	3.14155
24500	3.14155
24510	3.14155
24520	3.14155
24530	3.14155
24540	3.14155
24550	3.14155
24560	3.14155
24570	3.14155
24580	3.14155
24590	3.14155
24600	3.14155
24610	3.14155
24620	3.14155
24630	3.14155
24640	3.14155
24650	3.14155
24660	3.14155
24670	3.14155
24680	3.14155
24690	3.14155
24700	3.14155
24710	3.14155
24720	3.14155
24730	3.14155
24740	3.14155
24750	3.14155
24760	3.14155
24770	3.14155
24780	3.14155
24790	3.14155
24800	3.14155
24810	3.14155
24820	3.14155
24830	3.14155
24840	3.14155
24850	3.14155
24860	3.14155
24870	3.14155
24880	3.14155
24890	3.14155
24900	3.14155
24910	3.14155
24920	3.14155
24930	3.14155
24940	3.14155
24950	3.14155
24960	3.14155
24970	3.14155
24980	3.14155
24990	3.14155
25000	3.14155
25010	3.14155
25020	3.14155
25030	3.14155
25040	3.14155
25050	3.14155
25060	3.14155
25070	3.14155
25080	3.14155
25090	3.14155
25100	3.14155
25110	3.14155
25120	3.14155
25130	3.14155
25140	3.14155
25150	3.14155
25160	3.14155
25170	3.14155
25180	3.14155
25190	3.14155
25200	3.14155
25210	3.14155
25220	3.14155
25230	3.14155
25240	3.14155
25250	3.14155
25260	3.14155
25270	3.14155
25280	3.14155
25290	3.14155
25300	3.14155
25310	3.14155
25320	3.14155
25330	3.14155
25340	3.14155
25350	3.14155
25360	3.14155
25370	3.14156
25380	3.14156
25390	3.14156
25400	3.14156
25410	3.14156
25420	3.14156
25430	3.14156
25440	3.14156
25450	3.14156
25460	3.14156
25470	3.14156
25480	3.14156
25490	3.14156
25500	3.14156
25510	3.14156
25520	3.14156
25530	3.14156
25540	3.14156
25550	3.14156
25560	3.14156
25570	3.14156
25580	3.14156
25590	3.14156
25600	3.14156
25610	3.14156
25620	3.14156
25630	3.14156
25640	3.14156
25650	3.14156
25660	3.14156
25670	3.14156
25680	3.14156
25690	3.14156
25700	3.14156
25710	3.14156
25720	3.14156
25730	3.14156
25740	3.14156
25750	3.14156
25760	3.14156
25770	3.14156
25780	3.14156
25790	3.14156
25800	3.14156
25810	3.14156
25820	3.14156
25830	3.14156
25840	3.14156
25850	3.14156
25860	3.14156
25870	3.14156
25880	3.14156
25890	3.14156
25900	3.14156
25910	3.14156
25920	3.14156
25930	3.14156
25940	3.14156
25950	3.14156
25960	3.14156
25970	3.14156
25980	3.14156
25990	3.14156
26000	3.14156
26010	3.14156
26020	3.14156
26030	3.14156
26040	3.14156
26050	3.14156
26060	3.14156
26070	3.14156
26080	3.14156
26090	3.14156
26100	3.14156
26110	3.14156
26120	3.14156
26130	3.14156
26140	3.14156
26150	3.14156
26160	3.14156
26170	3.14156
26180	3.14156
26190	3.14156
26200	3.14156
26210	3.14156
26220	3.14156
26230	3.14156
26240	3.14156
26250	3.14156
26260	3.14156
26270	3.14156
26280	3.14156
26290	3.14156
26300	3.14156
26310	3.14156
26320	3.14156
26330	3.14156
26340	3.14156
26350	3.14156
26360	3.14156
26370	3.14156
26380	3.14156
26390	3.14156
26400	3.14156
26410	3.14156
26420	3.14156
26430	3.14156
26440	3.14156
26450	3.14156
26460	3.14156
26470	3.14156
26480	3.14156
26490	3.14156
26500	3.14156
26510	3.14156
26520	3.14156
26530	3.14156
26540	3.14156
26550	3.14156
26560	3.14156
26570	3.14156
26580	3.14156
26590	3.14156
26600	3.14156
26610	3.14156
26620	3.14156
26630	3.14156
26640	3.14156
26650	3.14156
26660	3.14156
26670	3.14156
26680	3.14156
26690	3.14156
26700	3.14156
26710	3.14156
26720	3.14156
26730	3.14156
26740	3.14156
26750	3.14156
26760	3.14156
26770	3.14156
26780	3.14156
26790	3.14156
26800	3.14156
26810	3.14156
26820	3.14156
26830	3.14156
26840	3.14156
26850	3.14156
26860	3.14156
26870	3.14156
26880	3.14156
26890	3.14156
26900	3.14156
26910	3.14156
26920	3.14156
26930	3.14156
26940	3.14156
26950	3.14156
26960	3.14156
26970	3.14156
26980	3.14156
26990	3.14156
27000	3.14156
27010	3.14156
27020	3.14156
27030	3.14156
27040	3.14156
27050	3.14156
27060	3.14156
27070	3.14156
27080	3.14156
27090	3.14156
27100	3.14156
27110	3.14156
27120	3.14156
27130	3.14156
27140	3.14156
27150	3.14156
27160	3.14156
27170	3.14156
27180	3.14156
27190	3.14156
27200	3.14156
27210	3.14156
27220	3.14156
27230	3.14156
27240	3.14156
27250	3.14156
27260	3.14156
27270	3.14156
27280	3.14156
27290	3.14156
27300	3.14156
27310	3.14156
27320	3.14156
27330	3.14156
27340	3.14156
27350	3.14156
27360	3.14156
27370	3.14156
27380	3.14156
27390	3.14156
27400	3.14156
27410	3.14156
27420	3.14156
27430	3.14156
27440	3.14156
27450	3.14156
27460	3.14156
27470	3.14156
27480	3.14156
27490	3.14156
27500	3.14156
27510	3.14156
27520	3.14156
27530	3.14156
27540	3.14156
27550	3.14156
27560	3.14156
27570	3.14156
27580	3.14156
27590	3.14156
27600	3.14156
27610	3.14156
27620	3.14156
27630	3.14156
27640	3.14156
27650	3.14156
27660	3.14156
27670	3.14156
27680	3.14156
27690	3.14156
27700	3.14156
27710	3.14156
27720	3.14156
27730	3.14156
27740	3.14156
27750	3.14156
27760	3.14156
27770	3.14156
27780	3.14156
27790	3.14156
27800	3.14156
27810	3.14156
27820	3.14156
27830	3.14156
27840	3.14156
27850	3.14156
27860	3.14156
27870	3.14156
27880	3.14156
27890	3.14156
27900	3.14156
27910	3.14156
27920	3.14156
27930	3.14156
27940	3.14156
27950	3.14156
27960	3.14156
27970	3.14156
27980	3.14156
27990	3.14156
28000	3.14156
28010	3.14156
28020	3.14156
28030	3.14156
28040	3.14156
28050	3.14156
28060	3.14156
28070	3.14156
28080	3.14156
28090	3.14156
28100	3.14156
28110	3.14156
28120	3.14156
28130	3.14156
28140	3.14156
28150	3.14156
28160	3.14156
28170	3.14156
28180	3.14156
28190	3.14156
28200	3.14156
28210	3.14156
28220	3.14156
28230	3.14156
28240	3.14156
28250	3.14156
28260	3.14156
28270	3.14156
28280	3.14156
28290	3.14156
28300	3.14156
28310	3.14156
28320	3.14156
28330	3.14156
28340	3.14156
28350	3.14156
28360	3.14156
28370	3.14156
28380	3.14156
28390	3.14156
28400	3.14156
28410	3.14156
28420	3.14156
28430	3.14156
28440	3.14156
28450	3.14156
28460	3.14156
28470	3.14156
28480	3.14156
28490	3.14156
28500	3.14156
28510	3.14156
28520	3.14156
28530	3.14156
28540	3.14156
28550	3.14156
28560	3.14156
28570	3.14156
28580	3.14156
28590	3.14156
28600	3.14156
28610	3.14156
28620	3.14156
28630	3.14156
28640	3.14156
28650	3.14156
28660	3.14156
28670	3.14156
28680	3.14156
28690	3.14156
28700	3.14156
28710	3.14156
28720	3.14156
28730	3.14156
28740	3.14156
28750	3.14156
28760	3.14156
28770	3.14156
28780	3.14156
28790	3.14156
28800	3.14156
28810	3.14156
28820	3.14156
28830	3.14156
28840	3.14156
28850	3.14156
28860	3.14156
28870	3.14156
28880	3.14156
28890	3.14156
28900	3.14156
28910	3.14156
28920	3.14156
28930	3.14156
28940	3.14156
28950	3.14156
28960	3.14156
28970	3.14156
28980	3.14156
28990	3.14156
29000	3.14156
29010	3.14156
29020	3.14156
29030	3.14156
29040	3.14156
29050	3.14156
29060	3.14156
29070	3.14156
29080	3.14156
29090	3.14156
29100	3.14156
29110	3.14156
29120	3.14156
29130	3.14156
29140	3.14156
29150	3.14156
29160	3.14156
29170	3.14156
29180	3.14156
29190	3.14156
29200	3.14156
29210	3.14156
29220	3.14156
29230	3.14156
29240	3.14156
29250	3.14156
29260	3.14156
29270	3.14156
29280	3.14156
29290	3.14156
29300	3.14156
29310	3.14156
29320	3.14156
29330	3.14156
29340	3.14156
29350	3.14156
29360	3.14156
29370	3.14156
29380	3.14156
29390	3.14156
29400	3.14156
29410	3.14156
29420	3.14156
29430	3.14156
29440	3.14156
29450	3.14156
29460	3.14156
29470	3.14156
29480	3.14156
29490	3.14156
29500	3.14156
29510	3.14156
29520	3.14156
29530	3.14156
29540	3.14156
29550	3.14156
29560	3.14156
29570	3.14156
29580	3.14156
29590	3.14156
29600	3.14156
29610	3.14156
29620	3.14156
29630	3.14156
29640	3.14156
29650	3.14156
29660	3.14156
29670	3.14156
29680	3.14156
29690	3.14156
29700	3.14156
29710	3.14156
29720	3.14156
29730	3.14156
29740	3.14156
29750	3.14156
29760	3.14156
29770	3.14156
29780	3.14156
29790	3.14156
29800	3.14156
29810	3.14156
29820	3.14156
29830	3.14156
29840	3.14156
29850	3.14156
29860	3.14156
29870	3.14156
29880	3.14156
29890	3.14156
29900	3.14156
29910	3.14156
29920	3.14156
29930	3.14156
29940	3.14156
29950	3.14156
29960	3.14156
29970	3.14156
29980	3.14156
29990	3.14156

Convergence	3.14159
